ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City
15K051,K,2,K051,M.S. 51 WILLIAM ALEXANDER,Junior High-Intermediate-Middle,1,15,15,350 5 AVENUE,NY,11215,Lenore Berner,718-369-7603,718-499-4948,"06,07,08,SE",BROOKLYN
27Q202,Q,4,Q202,J.H.S. 202 ROBERT H. GODDARD,Junior High-Intermediate-Middle,1,27,27,138-30 LAFAYETTE STREET,NY,11417,WILLIAM FITZGERALD,718-848-0001,718-848-8082,"06,07,08,SE",QUEENS
27Q308,Q,4,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,High school,1,27,27,138-30 LAFAYETTE STREET,NY,11417,Joseph Birgeles,718-848-8357,718-848-8579,"09,10,11,SE",QUEENS
29Q038,Q,4,Q038,P.S. 038 ROSEDALE,Elementary,1,29,29,135-21 241 STREET,NY,11422,CASSANDRA A. HUNDLEY,718-528-2276,718-712-1598,"0K,01,02,03,04,05,SE",QUEENS
15K321,K,2,K321,P.S. 321 WILLIAM PENN,Elementary,1,15,15,180 7 AVENUE,NY,11215,ELIZABETH PHILLIPS,718-499-2412,718-965-9605,"PK,0K,01,02,03,04,05,SE",BROOKLYN
13K133,K,2,K133,P.S. 133 WILLIAM A. BUTLER,Elementary,1,13,13,211 8TH STREET,NY,11215,HEATHER FOSTER-MANN,718-857-4810,718-622-3264,"PK,0K,01,02,03,04,05,SE",BROOKLYN
19K218,K,2,K218,J.H.S. 218 JAMES P. SINNOTT,Junior High-Intermediate-Middle,1,19,19,370 FOUNTAIN AVENUE,NY,11208,Alison Breedy,718-647-9050,718-827-5839,"06,07,08,SE",BROOKLYN
19K683,K,2,K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W",High school,1,19,19,370 FOUNTAIN AVENUE,NY,11208,JANICE ROSS,718-277-1069,718-277-1873,"09,10,11,SE",BROOKLYN
84K386,K,3,K386,Invictus Preparatory Charter School,Junior High-Intermediate-Middle,2,19,84,370 FOUNTAIN AVENUE,NY,11208,,,,"05,06,07,08,SE",BROOKLYN
23K298,K,2,K298,P.S. 298 DR. BETTY SHABAZZ,K-8,1,23,23,85 WATKINS STREET,NY,11212,ANTOINETTE MARTIN,718-495-7793,718-566-8770,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
17K524,K,2,K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,High school,1,17,17,883 CLASSON AVENUE,NY,11225,Nedda De Castro,718-230-6333,718-230-6322,"09,10,11,12",BROOKLYN
17K528,K,2,K528,"HIGH SCHOOL FOR GLOBAL CITIZENSHIP, THE",High school,1,17,17,883 CLASSON AVENUE,NY,11225,Michelle Rochon,718-230-6300,718-230-6301,"09,10,11,12,SE",BROOKLYN
17K547,K,2,K547,BROOKLYN ACADEMY OF SCIENCE AND THE  ENVIRONMENT,High school,1,17,17,883 CLASSON AVENUE,NY,11225,VERONICA PETERSON,718-230-6363,718-230-6370,"09,10,11,12,SE",BROOKLYN
17K548,K,2,K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,High school,1,17,17,883 CLASSON AVENUE,NY,11225,PAMELA RANDAZZO-DORCELY,718-230-6250,718-230-6262,"09,10,11,12,SE",BROOKLYN
17K600,K,2,K600,CLARA BARTON HIGH SCHOOL,High school,1,17,17,901 CLASSON AVENUE,NY,11225,Dr. Richard A. Forman,718-636-4900,718-857-3688,"09,10,11,12,SE",BROOKLYN
17K489,K,2,K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,High school,1,17,17,402 EASTERN PARKWAY,NY,11225,Catherine Hartnett,718-773-7765,718-773-7849,"09,10,11,12",BROOKLYN
19K677,K,2,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Elementary,1,19,19,605 SHEPHERD AVENUE,NY,11208,JUDY TOUZIN,718-272-6075,718-272-6257,"PK,0K,01,02,03,04,SE",BROOKLYN
19K678,K,2,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Junior High-Intermediate-Middle,1,19,19,605 SHEPHERD AVENUE,NY,11208,Rose Anne Gonzalez,718-257-4061,718-257-4738,"06,07,SE",BROOKLYN
19K149,K,2,K149,P.S. 149 DANNY KAYE,Elementary,1,19,19,700 SUTTER AVENUE,NY,11207,ENID SILVERA,718-385-8666,718-345-8118,"PK,0K,01,02,03,04,05,SE",BROOKLYN
15K462,K,2,K462,SECONDARY SCHOOL FOR LAW,Secondary School,1,15,15,237 7 AVENUE,NY,11215,Oneatha Swinton,718-832-4250,718-499-3947,"06,07,08,09,10,11,12,SE",BROOKLYN
15K463,K,2,K463,SECONDARY SCHOOL FOR JOURNALISM,Secondary School,1,15,15,237 7 AVENUE,NY,11215,ABBIE REIF,718-832-4201,718-832-0273,"06,07,08,09,10,11,12,SE",BROOKLYN
15K464,K,2,K464,Park Slope Collegiate,Secondary School,1,15,15,237 7 AVENUE,NY,11215,JILL BLOOMBERG,718-832-4300,718-788-8127,"06,07,08,09,10,11,12,SE",BROOKLYN
15K684,K,3,K684,Millennium High School,High school,1,15,15,237 7 AVENUE,NY,11215,Lisa Gioe,718-935-3550,,"09,10,11,12,SE",BROOKLYN
17K241,K,2,K241,P.S. 241 EMMA L. JOHNSTON,Elementary,1,17,17,976 PRESIDENT STREET,NY,11225,Frantz Lucius,718-636-4725,718-230-5468,"PK,0K,01,02,03,04,05,SE",BROOKLYN
17K167,K,2,K167,P.S. 167 THE PARKWAY,Elementary,1,17,17,1025 EASTERN PARKWAY,NY,11213,MARC MARDY,718-774-2640,718-953-1954,"PK,0K,01,02,03,04,05,SE",BROOKLYN
19K740,,3,K740,Brooklyn Scholars Charter School,K-8,2,19,84,2635 LINDEN BOULEVARD,NY,11208,Desiree Kirton,718-348-9360,718-348-9362,"0K,01,02,03,04,05",BROOKLYN
75K396,K,2,K396,P.S. K396,K-12 all grades,1,23,75,110 CHESTER STREET,NY,11212,Nira Schwartz-Nyitray,718-385-6200,718-345-3021,"0K,01,02,03,04,05,06,07,08,12,SE",BROOKLYN
15K039,K,2,K039,P.S. 039 HENRY BRISTOW,Elementary,1,15,15,417 6 AVENUE,NY,11215,ANITA DE PAZ,718-330-9310,718-832-2010,"PK,0K,01,02,03,04,05,SE",BROOKLYN
23K150,K,2,K150,P.S. 150 CHRISTOPHER,K-8,1,23,23,364 SACKMAN STREET,NY,11212,Pamela Bradley Muchere,718-495-7746,718-922-3785,"0K,01,02,03,04,05,08,SE",BROOKLYN
23K710,,3,K710,Brownsville Collegiate Charter School,Secondary School,2,23,84,364 SACKMAN STREET,NY,11212,Jessica Simmons,718-636-0370,347-296-8321,"05,06,07",BROOKLYN
23K327,K,2,K327,P.S. 327 DR. ROSE B. ENGLISH,K-8,1,23,23,111 BRISTOL STREET,NY,11212,STEPHEN APPEA,718-495-7801,718-495-7828,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
19K328,K,2,K328,P.S. 328 PHYLLIS WHEATLEY,K-8,1,19,19,330 ALABAMA AVENUE,NY,11207,DOUGLAS AVILA,718-345-9393,718-345-6566,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
19K769,K,3,K769,Hyde Leadership Charter School- Brooklyn,K-12 all grades,2,19,84,330 ALABAMA AVENUE,NY,11207,Nykeisha Jenkins-Rycraw,718-495-5620,718-495-5827,"0K,01",BROOKLYN
29Q248,Q,4,Q248,QUEENS PREPARATORY ACADEMY,High school,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,TASHON HAYWOOD,718-712-2304,718-712-3273,"09,10,11,12,SE",QUEENS
29Q265,Q,4,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,High school,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,Lilly Lucas,718-525-6507,718-525-6276,"09,10,11,12,SE",QUEENS
29Q272,Q,4,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,High school,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,Dr. Janice M. Sutton,718-525-6439,718-525-6482,"09,10,11,12,SE",QUEENS
29Q283,Q,4,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,Secondary School,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,CHARLES ANDERSON,718-949-8405,718-525-8495,"06,07,08,09,10,11,12,SE",QUEENS
19K502,K,2,K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,High school,1,19,19,400 PENNSYLVANIA AVENUE,NY,11207,JAMES ANDERSON,718-922-0389,,"09,10,11,12,SE",BROOKLYN
19K504,K,2,K504,HIGH SCHOOL FOR CIVIL RIGHTS,High school,1,19,19,400 PENNSYLVANIA AVENUE,NY,11207,Michael S. Steele,718-922-6289,718-922-7253,"09,10,11,12,SE",BROOKLYN
19K507,K,2,K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,High school,1,19,19,400 PENNSYLVANIA AVENUE,NY,11207,Reginald Richardson,718-922-0762,718-922-0953,"09,10,11,12,SE",BROOKLYN
19K510,K,2,K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,High school,1,19,19,400 PENNSYLVANIA AVENUE,NY,11207,KIM WANLISS,718-922-0650,718-922-0709,"09,10,11,12,SE",BROOKLYN
15K124,K,2,K124,P.S. 124 SILAS B. DUTCHER,Elementary,1,15,15,515 4 AVENUE,NY,11215,Annabelle Martinez,718-788-0246,718-965-9558,"PK,0K,01,02,03,04,05,SE",BROOKLYN
17K590,K,2,K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Secondary School,1,17,17,1186 CARROLL STREET,NY,11225,Dr. Michael A. Wiltshire,718-703-5400,718-703-5600,"06,07,08,09,10,11,12",BROOKLYN
23K323,K,2,K323,P.S./I.S. 323,K-8,1,23,23,210 CHESTER STREET,NY,11212,LINDA HARRIS,718-495-7781,718-346-4614,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
23K671,K,3,K671,MOTT HALL BRIDGES MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,23,23,210 CHESTER STREET,NY,11212,Nadia Lopez,718 935-4403,TBD,"06,SE",BROOKLYN
17K568,K,2,K568,BROWNSVILLE ACADEMY HIGH SCHOOL,High school,1,17,17,1150 EAST NEW YORK AVENUE,NY,11212,LASHAWN ROBINSON,718-778-7305,718-778-7385,"10,11,12,SE",BROOKLYN
19K202,K,2,K202,P.S. 202 ERNEST S. JENKYNS,K-8,1,19,19,982 HEGEMAN AVENUE,NY,11208,Pauline Smith-Gayle,718-649-7880,718-927-2173,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
23K514,K,2,K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,High school,1,23,23,226 BRISTOL STREET,NY,11212,TAMIKA MATHESON,718-485-3789,718-922-2761,"09,10,11,12,SE",BROOKLYN
23K697,K,2,K697,TEACHERS PREPARATORY HIGH SCHOOL,Secondary School,1,23,23,226 BRISTOL STREET,NY,11212,Carmen Simon,718-498-2605,718-345-8069,"06,07,08,09,10,11,12,SE",BROOKLYN
17K161,K,2,K161,P.S. 161 THE CROWN,K-8,1,17,17,330 CROWN STREET,NY,11225,Ms. Deborah Barrett,718-756-3100,718-953-3605,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
23K156,K,2,K156,P.S. 156 WAVERLY,Elementary,1,23,23,104 SUTTER AVENUE,NY,11212,BEVERLY LOGAN,718-498-2811,718-346-2804,"PK,0K,01,02,03,04,05,SE",BROOKLYN
23K392,K,2,K392,I.S. 392,Junior High-Intermediate-Middle,1,23,23,104 SUTTER AVENUE,NY,11212,Shirley Wheeler,718-498-2491,718-346-2804,"05,06,07,08,SE",BROOKLYN
19K174,K,2,K174,P.S. 174 DUMONT,K-8,1,19,19,574 DUMONT AVENUE,NY,11207,INGRID MASON,718-345-1223,718-345-8808,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
27Q232,Q,4,Q232,P.S. 232 LINDENWOOD,K-8,1,27,27,153-23 83 STREET,NY,11414,LISA JOSEPHSON,718-848-9247,718-738-8505,"0K,01,02,03,04,05,06,07,08,SE",QUEENS
17K189,K,2,K189,P.S. 189 LINCOLN TERRACE,K-8,1,17,17,1100 EAST NEW YORK AVENUE,NY,11212,Ms. Berthe G. Faustin,718-756-0210,718-604-1865,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
23K284,K,2,K284,P.S. 284 LEW WALLACE,K-8,1,23,23,213 OSBORN STREET,NY,11212,SHENEAN LINDSAY,718-495-7791,718-495-7839,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
23K711,,3,K711,Leadership Preparatory Brownsville Charter School,K-8,2,23,84,213 OSBORN STREET,NY,11212,Darcy Richie,718-669-7461,718-228-6496,"0K,01,02",BROOKLYN
75K053,K,2,K053,P.S. K053,K-12 all grades,1,19,75,720 LIVONIA AVENUE,NY,11207,Heather Leykam,718-498-1190,718-345-2170,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN
17K352,K,2,K352,EBBETS FIELD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,17,17,46 MCKEEVER PLACE,NY,11225,Margie Baker,718-941-5097,718-284-7973,"06,07,08,SE",BROOKLYN
17K375,K,2,K375,P.S. 375 JACKIE-ROBINSON SCHOOL,Elementary,1,17,17,46 MCKEEVER PLACE,NY,11225,Ms. Marion Wilson,718-693-6655,718-284-6433,"PK,0K,01,02,03,04,05,SE",BROOKLYN
27Q124,Q,4,Q124,P.S. 124 OSMOND A CHURCH,K-8,1,27,27,129-15 150 AVENUE,NY,11420,VALARIE LEWIS,718-529-2580,718-322-4039,"0K,01,02,03,04,05,06,07,08,SE",QUEENS
29Q231,Q,4,Q231,I.S. 231 MAGNETECH 2000,Junior High-Intermediate-Middle,1,29,29,145-00 SPRINGFIELD BOULEVARD,NY,11413,EMMANUEL LUBIN,718-276-5140,718-276-2259,"06,07,08,SE",QUEENS
29Q355,Q,4,Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,1,29,29,145-00 SPRINGFIELD BOULEVARD,NY,11413,Tammy Holloway,718-935-3598,,"06,07,08,SE",QUEENS
29Q356,Q,4,Q356,Community Voices Middle School,Junior High-Intermediate-Middle,1,29,29,145-00 SPRINGFIELD BOULEVARD,NY,11413,Tamra Collins,718-935-3604,,"06,07,08,SE",QUEENS
29Q251,Q,4,Q251,P.S. 251 QUEENS,Elementary,1,29,29,144-51 ARTHUR STREET,NY,11413,EDNA LONCKE,718-276-2745,718-723-7822,"0K,01,02,03,SE",QUEENS
17K061,K,2,K061,M.S. 061 GLADSTONE H. ATWELL,Junior High-Intermediate-Middle,1,17,17,400 EMPIRE BOULEVARD,NY,11225,SANDRA TAYLOR,718-774-1002,718-467-4335,"06,07,08,SE",BROOKLYN
19K224,K,2,K224,P.S. 224 HALE A. WOODRUFF,Elementary,1,19,19,757 WORTMAN AVENUE,NY,11208,GEORGE ANDREWS,718-235-3600,718-827-5840,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN
17K221,K,2,K221,P.S. 221 TOUSSAINT L'OUVERTURE,Elementary,1,17,17,791 EMPIRE BOULEVARD,NY,11213,Clara Moodie-Kirkland,718-756-0122,718-953-2657,"PK,0K,01,02,03,04,05,SE",BROOKLYN
17K398,K,2,K398,P.S. 398 WALTER WEAVER,Elementary,1,17,17,60 EAST  94 STREET,NY,11212,Diane Danay-Caban,718-774-4466,718-467-4018,"PK,0K,01,02,03,04,05,SE",BROOKLYN
17K770,K,3,K770,P.S. 770 NEW AMERICAN ACADEMY,Elementary,1,17,17,60 EAST  94 STREET,NY,11212,Shimon Waronker,718 935-4200,TBD,"0K,01,SE",BROOKLYN
84K358,K,2,K358,ACHIEVEMENT FIRST EAST NEW YORK SCHOOL,K-12 all grades,2,19,84,557 PENNSYLVANIA AVENUE,NY,11207,Hilary Cymrot/David Hardy,718-485-4924,718-342-5194,"0K,01,02,03,04,05,06,07,08",BROOKLYN
19K013,K,2,K013,P.S. 013 ROBERTO CLEMENTE,Elementary,1,19,19,557 PENNSYLVANIA AVENUE,NY,11207,BARBARA ASHBY,718-498-3717,718-345-2396,"PK,0K,01,02,03,04,05,SE",BROOKLYN
15K107,K,2,K107,P.S. 107 JOHN W. KIMBALL,Elementary,1,15,15,1301 8 AVENUE,NY,11215,CYNTHIA HOLTON,718-499-2054,718-965-6479,"PK,0K,01,02,03,04,05,SE",BROOKLYN
84K362,K,2,K362,HELLENIC CLASSICAL CHARTER SCHOOL,K-8,2,15,84,646 FIFTH AVENUE,NY,11215,Christina Tettonis,718-499-0957,718-499-0959,"0K,01,02,03,04,05,06,07,08",BROOKLYN
84K356,K,2,K356,ACHIEVEMENT FIRST- CROWN HEIGHTS CHARTER SCHOOL,K-12 all grades,2,17,84,790 EAST NEW YORK AVENUE,NY,11203,Camilla Lopez/Wells Blanch*,718-774-0762,718-774-0830,"0K,01,02,03,04,05,06,07,08,09,10",BROOKLYN
17K587,K,2,K587,MIDDLE SCHOOL FOR THE ARTS,Junior High-Intermediate-Middle,1,17,17,790 EAST NEW YORK AVENUE,NY,11203,Susan Hobson-Ransom,718-773-3343,718-773-4168,"06,07,08,SE",BROOKLYN
19K190,K,2,K190,P.S. 190 SHEFFIELD,Elementary,1,19,19,590 SHEFFIELD AVENUE,NY,11207,STEPHAUN HILL,718-346-8780,718-345-8765,"PK,0K,01,02,03,04,05,SE",BROOKLYN
19K311,K,2,K311,ESSENCE SCHOOL,Junior High-Intermediate-Middle,1,19,19,590 SHEFFIELD AVENUE,NY,11207,CLAUDY MAKELELE,718-272-8371,718-272-8372,"06,07,08,SE",BROOKLYN
84K652,K,2,K652,BROOKLYN ASCEND CHARTER SCHOOL,K-12 all grades,2,18,84,205 Rockaway Parkway,NY,11212,Keisha Sykes/Brandon Sorlie,718-240-9162,718-240-9140,"0K,01,02,03,04",BROOKLYN
18K737,,3,K737,Brownsville Ascend Charter School,K-12 all grades,2,18,84,205 Rockaway Parkway,NY,11212,Kelly Bowers,718-240-9162,718-240-9140,"0K,01,02",BROOKLYN
17K091,K,2,K091,P.S. 091 THE ALBANY AVENUE SCHOOL,Elementary,1,17,17,532 ALBANY AVENUE,NY,11203,Tessa Alleyne,718-756-0243,718-221-1316,"PK,0K,01,02,03,04,05,SE",BROOKLYN
15K295,K,2,K295,P.S. 295,Elementary,1,15,15,330 18 STREET,NY,11215,DEANNA MARCO,718-965-0390,718-965-0603,"PK,0K,01,02,03,04,05,SE",BROOKLYN
15K443,K,2,K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,Junior High-Intermediate-Middle,1,15,15,330 18 STREET,NY,11215,FRANK GIORDANO,718-965-0390,718-965-0603,"06,07,08,SE",BROOKLYN
29Q052,Q,4,Q052,P.S. 052 QUEENS,Elementary,1,29,29,178-37 146 TERRACE,NY,11434,LINDA POUGH,718-528-2238,718-276-2854,"PK,0K,01,02,03,04,05,SE",QUEENS
15K010,K,2,K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",Elementary,1,15,15,511 7 AVENUE,NY,11215,LAURA SCOTT,718-965-1190,718-369-1736,"PK,0K,01,02,03,04,05,SE",BROOKLYN
23K041,K,2,K041,P.S. 041 FRANCIS WHITE,K-8,1,23,23,411 THATFORD AVENUE,NY,11212,Theresa Siegel,718-495-7732,718-346-2141,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
19K213,K,2,K213,P.S. 213 NEW LOTS,Elementary,1,19,19,580 HEGEMAN AVENUE,NY,11207,Anne Lee Bernard,718-257-4034,718-272-3446,"PK,0K,01,02,03,04,05,SE",BROOKLYN
19K409,K,2,K409,EAST NEW YORK FAMILY ACADEMY,Secondary School,1,19,19,2057 LINDEN BOULEVARD,NY,11207,SHEILA RICHARDS,718-927-0012,718-927-0411,"06,07,08,09,10,11,12,SE",BROOKLYN
19K785,K,3,K785,Imagine Me Leadership Charter School,Elementary,2,19,84,818 SCHENCK AVENUE,NY,11207,Rashid A. Johnson,347-985-2140,347-985-2145,"0K,01",BROOKLYN
19K166,K,2,K166,J.H.S. 166 GEORGE GERSHWIN,Junior High-Intermediate-Middle,1,19,19,800 VAN SICLEN AVE,NY,11207,MARIA ORTEGA,718-649-0765,718-927-2172,"06,07,08,SE",BROOKLYN
75K036,K,2,K036,P.S. K036,K-12 all grades,1,19,75,2045 LINDEN BOULEVARD,NY,11207,JOHANNA SCHNEIDER,718-272-6483,718-272-6287,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN
23K631,K,2,K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIE,Elementary,1,23,23,76 RIVERDALE AVENUE,NY,11212,Margaret V. McAuley,718-495-0952,718-495-1134,"PK,0K,01,02,03,04,05,SE",BROOKLYN
23K634,K,2,K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,Junior High-Intermediate-Middle,1,23,23,76 RIVERDALE AVENUE,NY,11212,WILLIS PERRY,718-498-5276,718-498-5361,"06,07,08,SE",BROOKLYN
23K184,K,2,K184,P.S. 184 NEWPORT,K-8,1,23,23,273 NEWPORT STREET,NY,11212,LAMSON LAM,718-495-7775,718-385-4655,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
15K088,K,2,K088,J.H.S. 088 PETER ROUGET,Junior High-Intermediate-Middle,1,15,15,544 7 AVENUE,NY,11215,Ailene Altman Mitchell,718-788-4482,718-768-0213,"06,07,08,SE",BROOKLYN
27Q146,Q,4,Q146,P.S. 146 HOWARD BEACH,K-8,1,27,27,98-01 159 AVENUE,NY,11414,JAMES MCKEON,718-843-4880,718-641-0901,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
29Q138,Q,4,Q138,P.S. 138 SUNRISE,K-8,1,29,29,251-11 WELLER AVENUE,NY,11422,James Mc Enaney,718-528-9053,718-723-5670,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
17K531,K,2,K531,"SCHOOL FOR HUMAN RIGHTS, THE",Secondary School,1,17,17,600 KINGSTON AVENUE,NY,11203,MICHAEL ALEXANDER,718-771-4793,718-771-4815,"06,07,08,09,10,11,12,SE",BROOKLYN
17K533,K,2,K533,SCHOOL FOR DEMOCRACY AND  LEADERSHIP,Secondary School,1,17,17,600 KINGSTON AVENUE,NY,11203,REBECCA OSTRO,718-771-4865,718-771-5847,"06,07,08,09,10,11,12,SE",BROOKLYN
17K544,K,2,K544,INTERNATIONAL ARTS BUSINESS SCHOOL,High school,1,17,17,600 KINGSTON AVENUE,NY,11203,Ms. Sheila Hanley,718-467-7400,718-604-3029,"09,10,11,12,SE",BROOKLYN
17K546,K,2,K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORRO,High school,1,17,17,600 KINGSTON AVENUE,NY,11203,Ben Shuldiner,718-756-5325,718-363-3206,"09,10,11,12",BROOKLYN
18K219,K,2,K219,P.S. 219 KENNEDY-KING,Elementary,1,18,18,1060 CLARKSON AVENUE,NY,11212,Ms. Winsome Smith,718-342-0493,718-345-3065,"PK,0K,01,02,03,04,05,SE",BROOKLYN
17K397,K,2,K397,P.S. 397 FOSTER-LAURIE,Elementary,1,17,17,490 FENIMORE STREET,NY,11203,NANCY COLON,718-774-5200,718-953-4856,"0K,01,02,03,04,05,SE",BROOKLYN
18K588,K,2,K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,Junior High-Intermediate-Middle,1,18,18,1084 LENOX ROAD,NY,11212,ANDREW BUCK,718-342-7563,718-342-8131,"06,07,08,SE",BROOKLYN
84K608,K,2,K608,KINGS COLLEGIATE CHARTER SCHOOL,Secondary School,2,18,84,1084 LENOX ROAD,NY,11212,Scott Schuster,718-342-6047,718-342-6727,"05,06,07,08",BROOKLYN
18K581,K,2,K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,Junior High-Intermediate-Middle,1,18,18,905 WINTHROP STREET,NY,11203,DAVID MANNING,718-773-3059,718-773-3827,"06,07,08,SE",BROOKLYN
18K589,K,2,K589,ARTS & MEDIA PREPARATORY ACADEMY,High school,1,18,18,905 WINTHROP STREET,NY,11203,ROBERT HALL,718-773-3908,718-773-7274,"09,10,11,12,SE",BROOKLYN
18K598,K,2,K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,Junior High-Intermediate-Middle,1,18,18,905 WINTHROP STREET,NY,11203,JAMEELA HORTON-BALL,718-773-7343,718-773-7946,"06,07,08,SE",BROOKLYN
27Q207,Q,4,Q207,P.S. 207 ROCKWOOD PARK,K-8,1,27,27,159-15 88 STREET,NY,11414,LINDA SPADARO,718-848-2700,718-848-4226,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
15K172,K,2,K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,Elementary,1,15,15,825 4 AVENUE,NY,11232,Jack Spatola,718-965-4200,718-965-2468,"PK,0K,01,02,03,04,05,SE",BROOKLYN
19K273,K,2,K273,P.S. 273 WORTMAN,Elementary,1,19,19,923 JEROME STREET,NY,11207,MELESSA AVERY,718-649-5739,718-927-2230,"0K,01,02,03,04,05,SE",BROOKLYN
15K154,K,2,K154,MAGNET SCHOOL FOR SCIENCE & TECHNOLOGY,Elementary,1,15,15,1625 11 AVENUE,NY,11215,SAMUEL ORTIZ,718-768-0057,718-832-2573,"PK,0K,01,02,03,04,05,SE",BROOKLYN
23K165,K,2,K165,P.S. 165 IDA POSNER,K-8,1,23,23,76 LOTT AVENUE,NY,11212,Fran Ellers,718-495-7759,718-345-8255,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
75K004,K,2,K004,P.S. K004,K-8,1,19,75,530 STANLEY AVENUE,NY,11207,DEBORAH EVANS,718-498-6680,718-927-3554,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN
18K268,K,2,K268,P.S. 268 EMMA LAZARUS,Elementary,1,18,18,133 EAST  53 STREET,NY,11203,Vangela Kirton,718-773-5332,718-493-7448,"PK,0K,01,02,03,04,05,SE",BROOKLYN
75K140,K,2,K140,P.S. K140,K-8,1,23,75,985 ROCKAWAY AVENUE,NY,11212,MICHELLE CARPENTER,718-498-2800,718-498-9192,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN
23K518,K,2,K518,KAPPA V,Junior High-Intermediate-Middle,1,23,23,985 ROCKAWAY AVENUE,NY,11212,DELLIE EDWARDS,718-922-4690,,"06,07,08,SE",BROOKLYN
23K643,K,2,K643,BROOKLYN DEMOCRACY ACADEMY,High school,1,23,23,985 ROCKAWAY AVENUE,NY,11212,THOMAS MCKENNA,718-342-6348,718-342-6708,"09,10,11,12,SE",BROOKLYN
23K647,K,2,K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,High school,1,23,23,985 ROCKAWAY AVENUE,NY,11212,MERI YALLOWITZ,718-342-6249,718-342-6329,"09,10,11,12,SE",BROOKLYN
17K002,K,2,K002,M.S. 002,Junior High-Intermediate-Middle,1,17,17,655 PARKSIDE AVENUE,NY,11226,ADRIENNE SPENCER,718-462-6992,718-284-7717,"06,07,08,SE",BROOKLYN
75K141,K,2,K141,P.S. K141,K-12 all grades,1,17,75,655 PARKSIDE AVENUE,NY,11226,MICHELE THORNTON MANNIX,718-941-0320,718-941-3152,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN
